first equation passed
second equation passed
third equation passed
        1    0.000    0.000    0.000    0.000 calendar.py:536(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 certs.py:13(<module>)
        1    0.000    0.000    0.000    0.000 certs.py:19(where)
      576    0.002    0.000    0.003    0.000 cgi.py:282(_parseparam)
      230    0.001    0.000    0.004    0.000 cgi.py:294(parse_header)
        1    0.000    0.000    0.000    0.000 cgi.py:318(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:343(FieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cgi.py:774(FormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:794(SvFormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:828(InterpFormContentDict)
        1    0.000    0.000    0.000    0.000 cgi.py:856(FormContent)
        1    0.000    0.000    0.000    0.000 char.py:10(NumericString)
        1    0.000    0.000    0.000    0.000 char.py:15(PrintableString)
        1    0.000    0.000    0.000    0.000 char.py:2(<module>)
        1    0.000    0.000    0.000    0.000 char.py:20(TeletexString)
        1    0.000    0.000    0.000    0.000 char.py:26(VideotexString)
        1    0.000    0.000    0.000    0.000 char.py:31(IA5String)
        1    0.000    0.000    0.000    0.000 char.py:36(GraphicString)
        1    0.000    0.000    0.000    0.000 char.py:4(UTF8String)
        1    0.000    0.000    0.000    0.000 char.py:41(VisibleString)
        1    0.000    0.000    0.000    0.000 char.py:46(GeneralString)
        1    0.000    0.000    0.000    0.000 char.py:51(UniversalString)
        1    0.000    0.000    0.000    0.000 char.py:57(BMPString)
        1    0.000    0.000    0.000    0.000 chardistribution.py:111(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:130(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:149(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:168(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:190(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:215(EUCJPDistributionAnalysis)
        1    0.003    0.003    0.003    0.003 chardistribution.py:28(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:46(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:33(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:33(CharSetProber)
        5    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:32(CodingStateMachine)
        1    0.001    0.001    0.002    0.002 collections.py:1(<module>)
     6004    0.008    0.000    0.012    0.000 collections.py:108(items)
      231    0.001    0.000    0.002    0.000 collections.py:132(pop)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        4    0.002    0.000    0.002    0.000 collections.py:288(namedtuple)
      179    0.000    0.000    0.000    0.000 collections.py:329(<genexpr>)
       25    0.000    0.000    0.000    0.000 collections.py:353(<genexpr>)
       25    0.000    0.000    0.000    0.000 collections.py:355(<genexpr>)
    13473    0.075    0.000    0.231    0.000 collections.py:38(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:387(Counter)
    13588    0.024    0.000    0.024    0.000 collections.py:54(__setitem__)
      230    0.001    0.000    0.001    0.000 collections.py:64(__delitem__)
    23237    0.007    0.000    0.007    0.000 collections.py:73(__iter__)
        1    0.000    0.000    0.000    0.000 compat.py:18(fromhex)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:21(<module>)
        1    0.002    0.002    0.026    0.026 compat.py:5(<module>)
       10    0.000    0.000    0.000    0.000 compat.py:8(u)
        2    0.001    0.001    0.009    0.005 connection.py:1(<module>)
        3    0.000    0.000    0.142    0.047 connection.py:111(_new_conn)
      230    0.001    0.000    0.004    0.000 connection.py:12(is_connection_dropped)
        1    0.000    0.000    0.000    0.000 connection.py:13(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:150(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:153(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:172(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:182(set_cert)
        3    0.000    0.000    0.483    0.161 connection.py:193(connect)
        3    0.000    0.000    0.142    0.047 connection.py:48(create_connection)
        1    0.000    0.000    0.000    0.000 connection.py:54(HTTPConnection)
        1    0.000    0.000    0.000    0.000 connection.py:90(__init__)
        3    0.000    0.000    0.000    0.000 connection.py:92(_set_socket_options)
        1    0.002    0.002    0.036    0.036 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:142(__init__)
      231    0.001    0.000    0.008    0.000 connectionpool.py:195(_get_conn)
      231    0.001    0.000    0.005    0.000 connectionpool.py:233(_put_conn)
      231    0.000    0.000    0.000    0.000 connectionpool.py:263(_validate_conn)
      231    0.001    0.000    0.002    0.000 connectionpool.py:269(_get_timeout)
      231    0.007    0.000 4542.367   19.664 connectionpool.py:281(_make_request)
      231    0.006    0.000 4542.446   19.664 connectionpool.py:400(urlopen)
        1    0.000    0.000    0.000    0.000 connectionpool.py:54(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:615(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:63(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:636(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:656(_prepare_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:689(_new_conn)
      231    0.001    0.000    0.484    0.002 connectionpool.py:714(_validate_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:79(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 constants.py:29(<module>)
        1    0.000    0.000    0.000    0.000 constraint.py:103(ValueSizeConstraint)
        3    0.000    0.000    0.000    0.000 constraint.py:105(_testValue)
        1    0.000    0.000    0.000    0.000 constraint.py:110(PermittedAlphabetConstraint)
        1    0.000    0.000    0.000    0.000 constraint.py:122(InnerTypeConstraint)
        1    0.000    0.000    0.000    0.000 constraint.py:14(<module>)
        1    0.000    0.000    0.000    0.000 constraint.py:147(ConstraintsExclusion)
        1    0.000    0.000    0.000    0.000 constraint.py:162(AbstractConstraintSet)
        5    0.000    0.000    0.000    0.000 constraint.py:166(__add__)
        6    0.000    0.000    0.000    0.000 constraint.py:167(__radd__)
        1    0.000    0.000    0.000    0.000 constraint.py:17(AbstractConstraint)
       14    0.000    0.000    0.000    0.000 constraint.py:173(_setValues)
        1    0.000    0.000    0.000    0.000 constraint.py:179(ConstraintsIntersection)
    26/19    0.000    0.000    0.000    0.000 constraint.py:181(_testValue)
        1    0.000    0.000    0.000    0.000 constraint.py:185(ConstraintsUnion)
       26    0.000    0.000    0.000    0.000 constraint.py:23(__init__)
    33/19    0.000    0.000    0.000    0.000 constraint.py:27(__call__)
       23    0.000    0.000    0.000    0.000 constraint.py:51(__hash__)
       12    0.000    0.000    0.000    0.000 constraint.py:56(_setValues)
       23    0.000    0.000    0.000    0.000 constraint.py:61(getValueMap)
        1    0.000    0.000    0.000    0.000 constraint.py:69(SingleValueConstraint)
        4    0.000    0.000    0.000    0.000 constraint.py:71(_testValue)
        1    0.000    0.000    0.000    0.000 constraint.py:76(ContainedSubtypeConstraint)
        1    0.000    0.000    0.000    0.000 constraint.py:82(ValueRangeConstraint)
       10    0.000    0.000    0.000    0.000 constraint.py:88(_setValues)
      929    0.000    0.000    0.000    0.000 cookielib.py:1036(set_ok_port)
      685    0.005    0.000    0.048    0.000 cookielib.py:1057(return_ok)
      685    0.000    0.000    0.000    0.000 cookielib.py:1075(return_ok_version)
      685    0.001    0.000    0.026    0.000 cookielib.py:1084(return_ok_verifiability)
      685    0.001    0.000    0.001    0.000 cookielib.py:1096(return_ok_secure)
      685    0.001    0.000    0.001    0.000 cookielib.py:1102(return_ok_expires)
      685    0.000    0.000    0.000    0.000 cookielib.py:1108(return_ok_port)
      685    0.002    0.000    0.013    0.000 cookielib.py:1122(return_ok_domain)
      230    0.001    0.000    0.007    0.000 cookielib.py:1144(domain_return_ok)
      457    0.001    0.000    0.009    0.000 cookielib.py:1166(path_return_ok)
     2530    0.004    0.000    0.009    0.000 cookielib.py:1175(vals_sorted_by_key)
6643/2525    0.011    0.000    0.019    0.000 cookielib.py:1180(deepvalues)
        1    0.000    0.000    0.000    0.000 cookielib.py:1199(Absent)
        1    0.000    0.000    0.000    0.000 cookielib.py:1201(CookieJar)
      692    0.004    0.000    0.011    0.000 cookielib.py:1217(__init__)
      230    0.004    0.000    0.068    0.000 cookielib.py:1228(_cookies_for_domain)
      231    0.001    0.000    0.069    0.000 cookielib.py:1246(_cookies_for_request)
      231    0.002    0.000    0.004    0.000 cookielib.py:1253(_cookie_attrs)
      685    0.000    0.000    0.000    0.000 cookielib.py:1263(<lambda>)
      231    0.003    0.000    0.091    0.000 cookielib.py:1312(add_cookie_header)
      924    0.009    0.000    0.010    0.000 cookielib.py:1345(_normalized_cookie_tuples)
      929    0.010    0.000    0.051    0.000 cookielib.py:1442(_cookie_from_cookie_tuple)
      924    0.005    0.000    0.066    0.000 cookielib.py:1534(_cookies_from_attrs_set)
      462    0.001    0.000    0.001    0.000 cookielib.py:1543(_process_rfc2109_cookies)
      466    0.006    0.000    0.138    0.000 cookielib.py:1555(make_cookies)
     1615    0.007    0.000    0.017    0.000 cookielib.py:1622(set_cookie)
      466    0.009    0.000    0.247    0.001 cookielib.py:1635(extract_cookies)
      231    0.001    0.000    0.010    0.000 cookielib.py:1691(clear_expired_cookies)
     1154    0.001    0.000    0.001    0.000 cookielib.py:1710(__iter__)
        1    0.000    0.000    0.000    0.000 cookielib.py:1731(LoadError)
        1    0.000    0.000    0.000    0.000 cookielib.py:1733(FileCookieJar)
        1    0.000    0.000    0.008    0.008 cookielib.py:26(<module>)
      462    0.001    0.000    0.001    0.000 cookielib.py:326(split_header_words)
     4612    0.001    0.000    0.001    0.000 cookielib.py:43(_debug)
      462    0.013    0.000    0.036    0.000 cookielib.py:444(parse_ns_headers)
     4842    0.005    0.000    0.010    0.000 cookielib.py:497(is_HDN)
     1614    0.005    0.000    0.014    0.000 cookielib.py:512(domain_match)
     3458    0.010    0.000    0.063    0.000 cookielib.py:582(request_host)
     1844    0.003    0.000    0.039    0.000 cookielib.py:598(eff_request_host)
     1386    0.004    0.000    0.026    0.000 cookielib.py:609(request_path)
     2315    0.006    0.000    0.018    0.000 cookielib.py:639(escape_path)
     1614    0.004    0.000    0.010    0.000 cookielib.py:655(reach)
     1614    0.004    0.000    0.068    0.000 cookielib.py:690(is_third_party)
        1    0.000    0.000    0.000    0.000 cookielib.py:707(Cookie)
      929    0.005    0.000    0.009    0.000 cookielib.py:725(__init__)
     1370    0.001    0.000    0.001    0.000 cookielib.py:774(is_expired)
        1    0.000    0.000    0.000    0.000 cookielib.py:805(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookielib.py:838(DefaultCookiePolicy)
      692    0.002    0.000    0.002    0.000 cookielib.py:848(__init__)
     1159    0.001    0.000    0.001    0.000 cookielib.py:888(is_blocked)
     1159    0.001    0.000    0.001    0.000 cookielib.py:903(is_not_allowed)
      929    0.009    0.000    0.080    0.000 cookielib.py:911(set_ok)
      929    0.001    0.000    0.001    0.000 cookielib.py:930(set_ok_version)
      929    0.002    0.000    0.045    0.000 cookielib.py:945(set_ok_verifiability)
      929    0.001    0.000    0.001    0.000 cookielib.py:957(set_ok_name)
      929    0.001    0.000    0.019    0.000 cookielib.py:966(set_ok_path)
      929    0.002    0.000    0.003    0.000 cookielib.py:977(set_ok_domain)
      466    0.000    0.000    0.000    0.000 cookies.py:100(__init__)
      932    0.000    0.000    0.000    0.000 cookies.py:107(info)
      466    0.004    0.000    0.259    0.001 cookies.py:114(extract_cookies_to_jar)
      231    0.001    0.000    0.103    0.000 cookies.py:131(get_cookie_header)
        1    0.000    0.000    0.000    0.000 cookies.py:154(CookieConflictError)
        1    0.000    0.000    0.000    0.000 cookies.py:159(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:21(MockRequest)
     1615    0.005    0.000    0.024    0.000 cookies.py:289(set_cookie)
      462    0.002    0.000    0.022    0.000 cookies.py:294(update)
      697    0.003    0.000    0.018    0.000 cookies.py:33(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:346(copy)
      455    0.000    0.000    0.000    0.000 cookies.py:38(get_type)
     1614    0.003    0.000    0.011    0.000 cookies.py:41(get_host)
      461    0.003    0.000    0.015    0.000 cookies.py:415(cookiejar_from_dict)
      458    0.001    0.000    0.024    0.000 cookies.py:435(merge_cookies)
     1614    0.001    0.000    0.012    0.000 cookies.py:44(get_origin_req_host)
     4844    0.010    0.000    0.032    0.000 cookies.py:47(get_full_url)
     1614    0.001    0.000    0.001    0.000 cookies.py:61(is_unverifiable)
      230    0.001    0.000    0.001    0.000 cookies.py:64(has_header)
        1    0.000    0.000    0.000    0.000 cookies.py:7(<module>)
      230    0.000    0.000    0.000    0.000 cookies.py:74(add_unredirected_header)
      231    0.000    0.000    0.000    0.000 cookies.py:77(get_new_headers)
        1    0.000    0.000    0.000    0.000 cookies.py:93(MockResponse)
      929    0.001    0.000    0.001    0.000 copy.py:113(_copy_with_constructor)
      929    0.002    0.000    0.003    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:17(Debug)
        1    0.000    0.000    0.000    0.000 debug.py:53(Scope)
        1    0.000    0.000    0.000    0.000 debug.py:54(__init__)
        1    0.001    0.001    0.005    0.005 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5418(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5672(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5676(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        1    0.000    0.000    0.000    0.000 decoder.py:112(BooleanDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:117(BitStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:168(OctetStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:17(AbstractSimpleDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        6    0.000    0.000    0.000    0.000 decoder.py:171(valueDecoder)
        6    0.000    0.000    0.000    0.000 decoder.py:19(_createComponent)
        5    0.001    0.000    0.004    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:201(NullDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:211(ObjectIdentifierDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:24(_floatconstants)
        1    0.000    0.000    0.000    0.000 decoder.py:249(RealDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:273(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:29(AbstractConstructedDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:301(SequenceDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:303(__init__)
        9    0.000    0.000    0.000    0.000 decoder.py:31(_createComponent)
        1    0.000    0.000    0.000    0.000 decoder.py:33(Decoder)
        1    0.000    0.000    0.000    0.000 decoder.py:356(SequenceOfDecoder)
        3    0.000    0.000    0.002    0.001 decoder.py:358(valueDecoder)
      114    0.001    0.000    0.012    0.000 decoder.py:360(decode)
      114    0.011    0.000    0.011    0.000 decoder.py:371(raw_decode)
        1    0.000    0.000    0.000    0.000 decoder.py:39(EndOfOctetsDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:394(SetDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:406(SetOfDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:409(ChoiceDecoder)
        6    0.000    0.000    0.001    0.000 decoder.py:412(valueDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:44(ExplicitTagDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:455(AnyDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:500(UTF8StringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:502(NumericStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:504(PrintableStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:506(TeletexStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:508(VideotexStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:510(IA5StringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:512(GraphicStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:514(VisibleStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:516(GeneralStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:518(UniversalStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:520(BMPStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:524(GeneralizedTimeDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:526(UTCTimeDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:573(Decoder)
        3    0.000    0.000    0.000    0.000 decoder.py:577(__init__)
     15/3    0.000    0.000    0.002    0.001 decoder.py:585(__call__)
        1    0.000    0.000    0.000    0.000 decoder.py:7(AbstractDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:7(BooleanDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:75(IntegerDecoder)
        1    0.000    0.000    0.000    0.000 domreg.py:3(<module>)
       22    0.000    0.000    0.000    0.000 dyld.py:103(dyld_default_search)
        3    0.000    0.000    0.000    0.000 dyld.py:125(dyld_find)
        6    0.000    0.000    0.000    0.000 dyld.py:34(ensure_utf8)
        8    0.000    0.000    0.000    0.000 dyld.py:40(dyld_env)
        3    0.000    0.000    0.000    0.000 dyld.py:48(dyld_image_suffix)
        1    0.000    0.000    0.000    0.000 dyld.py:53(dyld_framework_path)
        3    0.000    0.000    0.000    0.000 dyld.py:56(dyld_library_path)
        1    0.000    0.000    0.000    0.000 dyld.py:59(dyld_fallback_framework_path)
        1    0.000    0.000    0.004    0.004 dyld.py:6(<module>)
        3    0.000    0.000    0.000    0.000 dyld.py:62(dyld_fallback_library_path)
        3    0.000    0.000    0.000    0.000 dyld.py:65(dyld_image_suffix_search)
        3    0.000    0.000    0.000    0.000 dyld.py:79(dyld_override_search)
        3    0.000    0.000    0.000    0.000 dyld.py:96(dyld_executable_path_search)
        1    0.000    0.000    0.002    0.002 dylib.py:6(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:120(__init__)
      114    0.001    0.000    0.014    0.000 encoder.py:186(encode)
        2    0.000    0.000    0.004    0.002 encoder.py:2(<module>)
      114    0.010    0.000    0.013    0.000 encoder.py:212(iterencode)
        1    0.000    0.000    0.000    0.000 encoder.py:353(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:8(_import_speedups)
        1    0.000    0.000    0.000    0.000 encoder.py:88(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 eoo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eoo.py:3(EndOfOctets)
        2    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:1(PyAsn1Error)
        1    0.000    0.000    0.000    0.000 error.py:2(ValueConstraintError)
        1    0.000    0.000    0.000    0.000 error.py:3(SubstrateUnderrunError)
        1    0.000    0.000    0.000    0.000 error.py:3(ValueConstraintError)
        1    0.000    0.000    0.000    0.000 escprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:36(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:37(EUCJPProber)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 exceptions.py:107(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:129(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:144(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:149(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:154(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:78(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:93(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:93(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(TimeoutError)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.001    0.001    0.005    0.005 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:49(RequestField)
        1    0.001    0.001    0.013    0.013 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
      233    0.002    0.000    0.003    0.000 fnmatch.py:24(fnmatch)
      233    0.000    0.000    0.001    0.000 fnmatch.py:67(fnmatchcase)
        1    0.000    0.000    0.000    0.000 fnmatch.py:81(translate)
        6    0.000    0.000    0.000    0.000 framework.py:22(framework_info)
        1    0.000    0.000    0.002    0.002 framework.py:6(<module>)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
      462    0.002    0.000    0.006    0.000 genericpath.py:15(exists)
       19    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.000    0.000    0.000    0.000 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.001    0.001    0.001    0.001 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:155(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        1    0.000    0.000    0.000    0.000 hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 hex_codec.py:52(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:62(StreamWriter)
        1    0.000    0.000    0.000    0.000 hex_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
        1    0.000    0.000    0.000    0.000 hex_codec.py:8(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:14(<module>)
